"PolicyNo","Policy_Company","Policy_Installment_Term","Policy_Billing_Code","Policy_Method_Of_Payment","Policy_Reinstatement_Fee_Indicator","Policy_Zip_Code_Garaging_Location","Vehicle_Territory","Vehicle_Make_Year","Vehicle_Make_Description","Vehicle_Performance","Vehicle_New_Cost_Amount","Vehicle_Symbol","Vehicle_Number_Of_Drivers_Assigned","Vehicle_Usage","Vehicle_Miles_To_Work","Vehicle_Days_Per_Week_Driven","Vehicle_Annual_Miles","Vehicle_Anti_Theft_Device","Vehicle_Passive_Restraint","Vehicle_Age_In_Years","Vehicle_Med_Pay_Limit","Vehicle_Bodily_Injury_Limit","Vehicle_Physical_Damage_Limit","Vehicle_Comprehensive_Coverage_Indicator","Vehicle_Comprehensive_Coverage_Limit","Vehicle_Collision_Coverage_Indicator","Vehicle_Collision_Coverage_Deductible","Driver_Total","Driver_Total_Male","Driver_Total_Female","Driver_Total_Single","Driver_Total_Married","Driver_Total_Related_To_Insured_Self","Driver_Total_Related_To_Insured_Spouse","Driver_Total_Related_To_Insured_Child","Driver_Total_Licensed_In_State","Driver_Minimum_Age","Driver_Maximum_Age","Driver_Total_Teenager_Age_15_19","Driver_Total_College_Ages_20_23","Driver_Total_Young_Adult_Ages_24_29","Driver_Total_Low_Middle_Adult_Ages_30_39","Driver_Total_Middle_Adult_Ages_40_49","Driver_Total_Adult_Ages_50_64","Driver_Total_Senior_Ages_65_69","Driver_Total_Upper_Senior_Ages_70_plus","Vehicle_Youthful_Driver_Indicator","Vehicle_Youthful_Driver_Training_Code","Vehicle_Youthful_Good_Student_Code","Vehicle_Driver_Points","Vehicle_Safe_Driver_Discount_Indicator","EEA_Liability_Coverage_Only_Indicator","EEA_Multi_Auto_Policies_Indicator","EEA_Policy_Zip_Code_3","EEA_Policy_Tenure","EEA_Agency_Type","EEA_Packaged_Policy_Indicator","EEA_Full_Coverage_Indicator","EEA_Prior_Bodily_Injury_Limit","EEA_PolicyYear","SYS_Renewed","SYS_New_Business","Annual_Premium","Claim_Count","Loss_Amount","Frequency","Severity","Loss_Ratio"
"335626009","Standard ","6","Direct Billed to Insured","Installment","Y","43671","31","2006","FORD F150        ","Standard","-1","12","99","Work    ","10","5","Unknown","Passive Disabling-Vehicle Recovery","Y","1","2000","50-100 ","35000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","35","35","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","436","3.3","Hybrid","Y","Y","40-100 ","2006","N","N","493.96","0","0.0","0.0","0.0","0.0"
"335660307","Standard ","6","Direct Billed to Insured","Pre-paid","N","52168","31","1973","CHEV PU          ","Standard","-1","4","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","25-50  ","25000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","86","86","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","521","3.5","Preferred","N","N","20-50","2006","N","N","89.04","0","0.0","0.0","0.0","0.0"
"335714506","Standard ","6","Direct Billed to Insured","Installment","N","42533","35","2003","MBNZ C230KPSSPT  ","Standard","-1","19","1","Work    ","10","5","Unknown","Passive Disabling-Vehicle Recovery","Y","4","-1","100-300","100000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","46","46","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","425","3.0","Preferred","Y","Y","100-200","2006","Y","N","574.52","0","0.0","0.0","0.0","0.0"
"335722707","Standard ","6","Direct Billed to Insured","Pre-paid","N","42875","35","1989","BUIK LESABRE CU  ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","5000","25-50  ","25000","N","-1","N","-1","1","0","1","0","1","1","0","0","1","63","63","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","428","3.5","Hybrid","N","N","20-50","2006","Y","N","133.56","0","0.0","0.0","0.0","0.0"
"335744206","Preferred","6","Direct Billed to Insured","Installment","N","52168","31","1976","CHEV VAN         ","Standard","-1","6","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","1","0","0","0","1","0","0","1","77","77","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","N","521","3.0","Preferred","N","N","20-50","2006","Y","N","169.6","0","0.0","0.0","0.0","0.0"
"335757206","Standard ","6","Direct Billed to Insured","Installment","N","44054","31","1995","FORD EXPLORER    ","Standard","-1","7","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","","-1","Y","100000","Y","500","1","0","1","0","0","1","0","0","1","62","62","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","440","3.0","Preferred","N","Y","","2006","Y","N","266.06","1","54.5","2.0","54.5","0.2"
"335834107","Standard ","6","Direct Billed to Insured","Installment","N","42950","30","2006","TYTA CAMRY BASE  ","Standard","-1","11","1","Work    ","5","5","Unknown","Alarm Only","Y","2","1000","100-300","50000","N","-1","Y","250","1","0","1","0","1","1","0","0","1","52","52","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","429","3.5","Preferred","N","Y","100-200","2006","Y","N","631.76","0","0.0","0.0","0.0","0.0"
"335840607","Standard ","6","Direct Billed to Insured","Installment","N","42653","13","2003","CHEV TAHOE       ","Standard","25000","12","1","Work    ","13","5","Unknown","Active Disabling","Y","4","-1","50-100 ","50000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","35","35","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","426","3.1","Non-standard","N","Y","40-100 ","2006","Y","N","523.64","0","0.0","0.0","0.0","0.0"
"335856607","Standard ","6","Direct Billed to Insured","Installment","N","42551","31","2005","CHEV EQUINOX LS  ","Standard","-1","12","1","Work    ","5","5","Unknown","Not Applicable","Y","3","5000","100-300","100000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","41","41","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","425","3.5","Hybrid","N","Y","100-200","2006","Y","N","525.76","0","0.0","0.0","0.0","0.0"
"335868308","Standard ","6","Direct Billed to Insured","Installment","N","42872","35","1994","JEEP GR CHR LAR  ","Standard","-1","14","99","Work    ","2","5","Unknown","Not Applicable","N","9","-1","25-50  ","25000","N","-1","Y","500","1","1","0","1","0","0","0","1","1","39","39","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","3.5","Preferred","Y","Y","20-50","2006","Y","N","351.92","0","0.0","0.0","0.0","0.0"
"335874706","Standard ","6","Direct Billed to Insured","Installment","N","42562","31","2003","TYTA COROLLA     ","Standard","-1","12","99","Pleasure","-1","5","Unknown","Not Applicable","Y","4","5000","100-300","50000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","36","50","0","0","0","1","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","425","3.0","Non-standard","N","Y","100-200","2006","Y","N","448.38","0","0.0","0.0","0.0","0.0"
"335883106","Standard ","6","Direct Billed to Insured","Installment","N","42978","30","1999","GMC  SIERRA1500  ","Standard","-1","14","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","8","1000","25-50  ","25000","N","-1","Y","250","2","1","1","0","2","1","1","0","2","54","57","0","0","0","0","0","2","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","429","3.0","Preferred","Y","Y","20-50","2006","Y","N","382.66","0","0.0","0.0","0.0","0.0"
"335901106","Standard ","6","Direct Billed to Insured","Installment","N","42863","37","2001","CHEV CAVALIER    ","Standard","-1","16","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","6","-1","25-50  ","25000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","73","73","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","428","3.0","Hybrid","N","Y","20-50","2006","Y","N","424.0","0","0.0","0.0","0.0","0.0"
"335953806","Standard ","6","Direct Billed to Insured","Installment","N","43376","17","2006","CHRY PT CRUISER  ","Standard","-1","12","3","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","1","-1","100-300","100000","N","-1","Y","500","2","2","0","1","0","1","0","0","2","36","72","0","0","0","1","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","433","3.0","Hybrid","N","Y","100-200","2006","Y","N","378.42","0","0.0","0.0","0.0","0.0"
"335982808","Standard ","6","Direct Billed to Insured","Installment","Y","43950","31","1997","FORD EXPEDITION  ","Standard","-1","16","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","-1","50-100 ","50000","N","-1","Y","250","1","0","1","0","1","0","1","0","1","30","30","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","439","3.3","Standard","Y","Y","40-100 ","2006","N","N","34.88","1","9150.82","26.315789473684212","9150.82","262.35"
"336018606","Standard ","6","Direct Billed to Insured","Installment","N","43012","30","1993","CADI SEVILLE     ","Standard","-1","13","99","Pleasure","-1","5","Unknown","Active Disabling","Y","9","-1","50-100 ","35000","N","-1","N","-1","1","1","0","0","0","1","0","0","1","47","47","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","430","3.0","Preferred","N","N","40-100 ","2006","Y","N","122.96","0","0.0","0.0","0.0","0.0"
"336039508","Standard ","6","Direct Billed to Insured","Installment","Y","42359","35","1993","PONT BONNEV SE   ","Standard","-1","7","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","0","1","1","0","0","1","39","39","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","423","3.1","Hybrid","N","N","20-50","2006","Y","N","124.02","0","0.0","0.0","0.0","0.0"
"336067506","Standard ","6","Direct Billed to Insured","Installment","N","42488","35","1991","BUIK CENTURY CU  ","Standard","-1","4","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","56","56","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","424","3.0","Non-standard","N","N","20-50","2006","Y","N","127.2","0","0.0","0.0","0.0","0.0"
"336080307","Standard ","6","Direct Billed to Insured","Installment","N","42562","31","2002","CHEV AVALANCH PU ","Standard","30000","11","1","Pleasure","-1","5","Unknown","Alarm Only","Y","6","1000","100-300","100000","N","-1","Y","500","1","0","1","1","0","0","0","1","1","17","17","1","0","0","0","0","0","0","0","Y","Without Driver Training        ","Eligible for Good Student Credit    ","0","Y","N","Y","425","3.5","Standard","N","Y","100-200","2006","Y","N","629.64","0","0.0","0.0","0.0","0.0"
"336091607","Standard ","6","Direct Billed to Insured","Installment","N","43050","35","2006","NSSN TITAN       ","Standard","-1","17","99","Work    ","14","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","1000","50-100 ","50000","N","-1","Y","500","1","1","0","0","0","1","0","0","1","47","47","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","3.5","Hybrid","N","Y","40-100 ","2006","Y","N","606.32","0","0.0","0.0","0.0","0.0"
"336201906","Standard ","6","Direct Billed to Insured","Pre-paid","N","42462","35","1998","FORD RANGER      ","Standard","-1","11","99","Farm    ","-1","5","Unknown","Alarm Only","Y","9","2000","100-300","50000","N","-1","Y","1000","1","1","0","0","1","1","0","0","1","45","45","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","424","3.0","Non-standard","Y","Y","100-200","2006","Y","N","259.7","0","0.0","0.0","0.0","0.0"
"336202206","Standard ","6","Direct Billed to Insured","Pre-paid","N","42462","35","1986","CHEV C10         ","Standard","-1","7","1","Farm    ","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","2000","100-300","50000","N","-1","N","-1","1","0","1","0","1","0","1","0","1","55","55","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","424","3.0","Non-standard","Y","N","100-200","2006","Y","N","125.08","0","0.0","0.0","0.0","0.0"
"336214506","Standard ","6","Direct Billed to Insured","Pre-paid","N","42497","32","1990","CHEV PICKUP1500  ","Standard","-1","6","1","Work    ","5","5","Unknown","Not Applicable","N","9","-1","100-300","50000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","58","58","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","424","3.0","Standard","N","N","100-200","2006","Y","N","177.02","0","0.0","0.0","0.0","0.0"
"336214706","Standard ","6","Direct Billed to Insured","Pre-paid","N","43368","31","1958","CHEV APACHE P-U  ","Standard","-1","4","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","50-100 ","50000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","69","69","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","433","3.0","Hybrid","N","N","40-100 ","2006","Y","N","118.72","0","0.0","0.0","0.0","0.0"
"336222807","Standard ","6","Direct Billed to Insured","Pre-paid","N","43865","31","2002","FORD FOCUS ZX5   ","Standard","-1","15","1","Pleasure","-1","5","Unknown","Not Applicable","Y","6","1000","25-50  ","25000","N","-1","Y","500","1","1","0","0","0","1","0","0","1","61","61","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","N","438","3.5","Standard","N","Y","20-50","2006","Y","N","379.48","0","0.0","0.0","0.0","0.0"
"336224406","Standard ","6","Direct Billed to Insured","Installment","N","43065","27","1994","CADI FLEETWOOD   ","Standard","-1","16","1","Work    ","12","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","N","-1","1","1","0","1","0","0","0","1","1","19","19","1","0","0","0","0","0","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","0","Y","Y","Y","430","3.0","Hybrid","N","N","20-50","2006","N","N","105.33","0","0.0","0.0","0.0","0.0"
"336235207","Standard ","6","Direct Billed to Insured","Installment","N","42560","30","2001","FORD CWN VIC LX  ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","7","-1","50-100 ","35000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","64","64","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","425","3.5","Hybrid","Y","Y","40-100 ","2006","Y","N","329.66","0","0.0","0.0","0.0","0.0"
"336247607","Standard ","6","Direct Billed to Insured","Installment","Y","43046","35","1996","FORD ASPIRE      ","Standard","-1","13","1","Work    ","25","5","Unknown","Not Applicable","Y","9","5000","50-100 ","35000","N","-1","N","-1","1","1","0","0","0","1","0","0","1","51","51","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","430","3.1","Standard","N","N","40-100 ","2006","N","N","87.19","0","0.0","0.0","0.0","0.0"
"336314007","Standard ","6","Direct Billed to Insured","Pre-paid","N","42502","35","1986","TYTA PICKUP      ","Standard","-1","8","99","Work    ","12","5","Unknown","Not Applicable","N","9","-1","250-500","100000","N","-1","N","-1","1","1","0","0","0","1","0","0","1","44","44","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","425","3.5","Non-standard","N","N","100-400","2006","Y","N","156.88","0","0.0","0.0","0.0","0.0"
"336381707","Standard ","6","Direct Billed to Insured","Installment","N","42848","35","2006","KIA  SPECTRA EX  ","Standard","-1","13","1","Work    ","12","5","Unknown","Alarm Only","Y","2","1000","100-300","100000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","43","43","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","3.5","Preferred","N","Y","100-200","2006","Y","N","492.9","0","0.0","0.0","0.0","0.0"
"336384706","Standard ","6","Direct Billed to Insured","Installment","N","43014","30","1976","CHEV PICKUP      ","Standard","-1","4","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","5000","25-50  ","25000","N","-1","N","-1","1","1","0","0","0","1","0","0","1","52","52","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","430","3.0","Hybrid","N","N","20-50","2006","Y","N","130.38","0","0.0","0.0","0.0","0.0"
"336402006","Standard ","6","Direct Billed to Insured","Pre-paid","N","43884","31","2003","FORD F150 CREW   ","Standard","-1","14","1","Work    ","2","5","Unknown","Passive Disabling-Vehicle Recovery","Y","4","1000","50-100 ","50000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","48","51","0","0","0","0","1","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","438","3.0","Non-standard","Y","Y","40-100 ","2006","Y","N","490.78","0","0.0","0.0","0.0","0.0"
"336426306","Standard ","6","Direct Billed to Insured","Pre-paid","N","42467","32","1995","NSSN PATHFINDER  ","Standard","-1","20","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","50-100 ","50000","N","-1","N","-1","1","0","1","1","0","1","0","0","1","53","53","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","424","3.0","Preferred","N","N","40-100 ","2006","Y","N","159.0","0","0.0","0.0","0.0","0.0"
"336601006","Standard ","6","Direct Billed to Insured","Pre-paid","N","42978","30","2003","CHEV SLVR1500HD  ","Standard","-1","17","1","Pleasure","-1","5","Unknown","Not Applicable","Y","4","-1","250-500","100000","N","-1","Y","250","1","1","0","0","1","0","1","0","1","68","68","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","429","3.0","Hybrid","Y","Y","100-400","2006","Y","N","575.58","0","0.0","0.0","0.0","0.0"
"336690807","Standard ","6","Direct Billed to Insured","Installment","N","42802","31","1994","GMC  SONOMA      ","Standard","-1","7","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","58","58","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","428","3.5","Non-standard","N","N","20-50","2006","Y","N","218.36","0","0.0","0.0","0.0","0.0"
"336697007","Standard ","12","Premium Finance","Pre-paid","N","44128","31","1999","HOND CIVIC LX    ","Standard","-1","13","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","8","1000","100-300","50000","N","-1","Y","500","1","1","0","0","1","0","1","0","1","48","48","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","441","3.1","Preferred","N","Y","100-200","2006","N","N","693.24","0","0.0","0.0","0.0","0.0"
"336762006","Standard ","6","Direct Billed to Insured","Pre-paid","N","43884","31","1997","CHEV CAVALER-RS  ","Standard","-1","8","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","50-100 ","50000","N","-1","N","-1","1","1","0","1","0","0","0","1","1","18","18","1","0","0","0","0","0","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","0","Y","N","Y","438","3.0","Non-standard","Y","N","40-100 ","2006","Y","N","394.32","0","0.0","0.0","0.0","0.0"
"336826906","Standard ","6","Direct Billed to Insured","Installment","N","43169","30","1992","FORD F150        ","Standard","-1","2","99","Pleasure","-1","5","Unknown","Not Applicable","Y","9","-1","25-50  ","25000","N","-1","N","-1","1","0","1","0","1","1","0","0","1","26","26","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","431","3.0","Standard","Y","N","20-50","2006","Y","N","138.86","0","0.0","0.0","0.0","0.0"
"336830406","Standard ","6","Direct Billed to Insured","Pre-paid","N","42888","30","2003","HOND ACCORD EX   ","Standard","-1","13","1","Pleasure","-1","5","Unknown","Alarm Only","Y","4","-1","100-300","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","67","67","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","3.0","Preferred","Y","Y","100-200","2006","Y","N","371.0","0","0.0","0.0","0.0","0.0"
"336893306","Standard ","6","Direct Billed to Insured","Installment","Y","43422","31","1997","FORD MUSTANG     ","Standard","-1","19","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","-1","25-50  ","25000","N","-1","Y","500","1","0","1","1","0","0","0","1","1","21","21","0","1","0","0","0","0","0","0","Y","With or Without Driver Training","Eligible for Good Student Credit    ","0","N","N","Y","434","2.8","Hybrid","N","Y","20-50","2006","Y","N","573.46","0","0.0","0.0","0.0","0.0"
"336938607","Standard ","6","Direct Billed to Insured","Installment","N","43097","27","1999","GMC  SIERRA1500  ","Standard","-1","12","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","5000","100-300","100000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","36","36","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","3.5","Non-standard","Y","Y","100-200","2006","Y","N","390.08","0","0.0","0.0","0.0","0.0"
"336940106","Standard ","6","Direct Billed to Insured","Pre-paid","N","42903","30","1996","FORD EXPLORER    ","Standard","-1","8","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","N","9","-1","100-300","50000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","44","44","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","429","3.0","Preferred","Y","Y","100-200","2006","Y","N","279.84","0","0.0","0.0","0.0","0.0"
"336980904","Standard ","6","Direct Billed to Insured","Installment","N","43416","31","2003","CHEV TRLBZEXTLT  ","Standard","-1","12","99","Work    ","25","5","Unknown","Passive Disabling-Vehicle Recovery","Y","4","2000","50-100 ","50000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","28","28","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","434","3.0","Hybrid","Y","Y","40-100 ","2006","Y","N","487.6","1","2496.81","2.0","2496.81","5.12"
"337059806","Standard ","6","Direct Billed to Insured","Installment","Y","43066","35","1990","PLYM ACCLAIM     ","Standard","-1","2","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","2000","25-50  ","25000","N","-1","N","-1","1","1","0","1","0","1","0","0","1","23","23","0","1","0","0","0","0","0","0","Y","With or Without Driver Training","Not Eligible for Good Student Credit","0","N","Y","Y","430","2.8","Hybrid","N","N","20-50","2006","Y","N","254.4","0","0.0","0.0","0.0","0.0"
"337075406","Standard ","6","Direct Billed to Insured","Installment","N","43055","27","1999","FORD F150        ","Standard","-1","7","99","Pleasure","-1","5","Unknown","Not Applicable","Y","8","5000","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","25","25","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","Y","430","3.0","Hybrid","N","Y","40-100 ","2006","Y","N","178.53","0","0.0","0.0","0.0","0.0"
"337109807","Standard ","6","Direct Billed to Insured","Installment","N","42885","35","1994","DODG RAM PU1500  ","Standard","-1","13","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","50000","","-1","Y","500000","N","-1","1","1","0","0","1","1","0","0","1","71","71","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","428","3.5","Non-standard","N","N","","2006","Y","N","223.66","0","0.0","0.0","0.0","0.0"
"337127306","Standard ","6","Direct Billed to Insured","Pre-paid","N","42386","35","1998","CADI SEVILLESTS  ","High","-1","15","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","5000","100-300","50000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","43","43","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","423","3.0","Preferred","Y","Y","100-200","2006","Y","N","402.8","0","0.0","0.0","0.0","0.0"
"337150206","Standard ","6","Direct Billed to Insured","Installment","N","42771","31","1997","FORD F150        ","Standard","-1","5","99","Farm    ","-1","5","Unknown","Not Applicable","Y","9","-1","100-300","50000","N","-1","Y","250","1","1","0","0","1","1","0","0","1","48","48","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","427","3.0","Standard","Y","Y","100-200","2006","N","N","233.2","0","0.0","0.0","0.0","0.0"
"337183106","Standard ","6","Direct Billed to Insured","Pre-paid","N","43025","35","1987","DODG DAYTONATUR  ","Standard","-1","14","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","100-300","50000","N","-1","N","-1","1","1","0","1","0","0","0","1","1","19","19","1","0","0","0","0","0","0","0","Y","Without Driver Training        ","Eligible for Good Student Credit    ","0","Y","Y","Y","430","3.0","Hybrid","N","N","100-200","2006","Y","N","382.66","0","0.0","0.0","0.0","0.0"
"337200209","Standard ","6","Direct Billed to Insured","Installment","N","42879","35","1997","CHEV S10 PICKUP  ","Standard","-1","6","99","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","50-100 ","50000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","26","26","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","428","3.6","Standard","N","Y","40-100 ","2006","Y","N","292.56","1","1760.35","2.0","1760.35","6.02"
"337208006","Standard ","6","Direct Billed to Insured","Pre-paid","N","42361","30","1985","OLDS CUT SUP BR  ","Standard","-1","7","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","50000","100-300","100000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","55","55","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","423","3.0","Hybrid","Y","Y","100-200","2006","Y","N","246.98","0","0.0","0.0","0.0","0.0"
"337274407","Standard ","6","Direct Billed to Insured","Installment","N","43073","27","2000","GMC  JIMMY-ENVY  ","Standard","-1","10","1","Pleasure","-1","5","Unknown","Alarm Only","Y","8","-1","50-100 ","50000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","52","52","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","3.5","Hybrid","N","Y","40-100 ","2006","Y","N","305.28","0","0.0","0.0","0.0","0.0"
"337314406","Standard ","6","Direct Billed to Insured","Installment","N","43066","27","1991","FORD EXPLORER    ","Standard","-1","6","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","-1","25-50  ","25000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","61","61","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","430","3.0","Hybrid","N","N","20-50","2006","Y","N","114.48","0","0.0","0.0","0.0","0.0"
